study,pmid,doi,vector,vector_subsp,vector_strain,vector_origin_country,vector_origin_locality,vector_origin_year,vector_gen,virus,viral_lineage,viral_strain,viral_gen_bank_accession,viral_origin_locality,viral_origin_year,viral_history_passage,viral_history_freshness,exposure_route,host_exp,host_lineage_origin,diagnostic_virem,titer,titer_units,dose,dose_units,temp_o_c_reared,temp_o_c_eit,dpi,coinfected,sample_31,diagnostic_32,number_tested_33,number_positive_34,sample_35,diagnostic_36,number_tested_37,number_positive_38,sample_39,diagnostic_40,number_tested_41,number_positive_42,sample_43,diagnostic_44,number_tested_45,number_positive_46,sample_47,diagnostic_48,number_tested_49,number_positive_50
Borland et al. 2016 Vector Borne Zoonotic Dis,27248005,10.1089/vbz.2015.1907,Culex tarsalis,NA,NA,NA,NA,NA,NA,Highlands J Virus,Lineage 4,HJV WX3-2AP,NA,Kern National Wildlife Refuge,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5 log10/mL,viral RNA/ml,NA,NA,28,28,4,no,body,CPE assay,73,53,head,CPE assay,73,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borland et al. 2016 Vector Borne Zoonotic Dis,27248005,10.1089/vbz.2015.1907,Culex tarsalis,NA,NA,NA,NA,NA,NA,Highlands J Virus,Lineage 4,HJV WX3-2AP,NA,Kern National Wildlife Refuge,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5 log10/mL,viral RNA/ml,NA,NA,28,28,8,no,body,CPE assay,84,59,head,CPE assay,84,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borland et al. 2016 Vector Borne Zoonotic Dis,27248005,10.1089/vbz.2015.1907,Culex tarsalis,NA,NA,NA,NA,NA,NA,Highlands J Virus,Lineage 4,HJV WX3-2AP,NA,Kern National Wildlife Refuge,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5 log10/mL,viral RNA/ml,NA,NA,28,28,11,no,body,CPE assay,65,51,head,CPE assay,65,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borland et al. 2016 Vector Borne Zoonotic Dis,27248005,10.1089/vbz.2015.1907,Culex tarsalis,NA,NA,NA,NA,NA,NA,Highlands J Virus,Lineage 2,HJV AB-80-9,NA,Kern National Wildlife Refuge,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5 log10/mL,viral RNA/ml,NA,NA,28,28,4,no,body,CPE assay,75,63,head,CPE assay,75,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borland et al. 2016 Vector Borne Zoonotic Dis,27248005,10.1089/vbz.2015.1907,Culex tarsalis,NA,NA,NA,NA,NA,NA,Highlands J Virus,Lineage 2,HJV AB-80-9,NA,Kern National Wildlife Refuge,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5 log10/mL,viral RNA/ml,NA,NA,28,28,8,no,body,CPE assay,80,67,head,CPE assay,80,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borland et al. 2016 Vector Borne Zoonotic Dis,27248005,10.1089/vbz.2015.1907,Culex tarsalis,NA,NA,NA,NA,NA,NA,Highlands J Virus,Lineage 2,HJV AB-80-9,NA,Kern National Wildlife Refuge,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,5.5 log10/mL,viral RNA/ml,NA,NA,28,28,11,no,body,CPE assay,63,46,head,CPE assay,63,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borland et al. 2016 Vector Borne Zoonotic Dis,27248005,10.1089/vbz.2015.1907,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,Imperial 181,GQ287641.1,"Imperial County, CA",2005,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,NA,NA,NA,NA,28,28,8,no,body,CPE assay,57,46,head,CPE assay,57,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borucki et al. 2001 J Gen Virol,11714967,10.1099/0022-1317-82-12-2919,Aedes triseriatus,NA,NA,United States of America,"La Crosse, Wisconsin",1981,NA,La Crosse virus,NA,WT LAC,NA,NA,NA,"3 passaged in suckling mice, then 6 passages in BHK-21 cells",fresh,NA,NA,NA,NA,7.5log10,TCID50/ml,NA,NA,NA,NA,14,no,legs,IFA,41,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borucki et al. 2001 J Gen Virol,11714967,10.1099/0022-1317-82-12-2919,Aedes triseriatus,NA,NA,United States of America,"La Crosse, Wisconsin",1981,NA,La Crosse virus,NA,LAC ORI,NA,NA,NA,"plaque purified, many passages in BHK-21 cells",fresh,NA,NA,NA,NA,7.2log10,TCID50/ml,NA,NA,NA,NA,14,no,legs,IFA,67,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borucki et al. 2001 J Gen Virol,11714967,10.1099/0022-1317-82-12-2919,Aedes triseriatus,NA,NA,United States of America,"La Crosse, Wisconsin",1981,NA,La Crosse virus,NA,SM1-78,NA,NA,1978,homogenized tissue from the brain cortex of a LAC patient was intracranial inoculationed into suckling mice,fresh,NA,NA,NA,NA,5.8log10,TCID50/ml,NA,NA,NA,NA,14,no,legs,IFA,91,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosio et al. 2000 Genetics,11014816,10.1093/genetics/156.2.687,Aedes aegypti,NA,NA,United States of America,"San Juan, Puerto Rico",1995,F1-2,Dengue virus,DENV2,PR-159,NA,Puerto Rico,1969,"1 passage C6/36 cells, 1 passage in Ae. aegypti Rex-D mosquitoes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,no,midgut,IFA,86,38,head,IFA,84,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brackney et al. 2011 PLoS One,21935412,10.1371/journal.pone.0024466,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,M24,NA,NA,NA,"C6/36, 1 passage",NA,bloodmeal,NA,NA,NA,6000000,PFU/ml,NA,NA,27°C,27°C,7,no,midgut,qRT-PCR,24,21,legs,qRT-PCR,24,14,saliva,qRT-PCR,24,6,NA,NA,NA,NA,NA,NA,NA,NA
Brackney et al. 2011 PLoS One,21935412,10.1371/journal.pone.0024466,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,M24,NA,NA,NA,"C6/36, 1 passage",NA,bloodmeal,NA,NA,NA,6000000,PFU/ml,NA,NA,27°C,27°C,14,no,midgut,qRT-PCR,22,19,legs,qRT-PCR,22,8,saliva,qRT-PCR,22,3,NA,NA,NA,NA,NA,NA,NA,NA
Brackney et al. 2011 PLoS One,21935412,10.1371/journal.pone.0024466,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,M24,NA,NA,NA,"C6/36, 1 passage",NA,bloodmeal,NA,NA,NA,6000000,PFU/ml,NA,NA,27°C,27°C,21,no,midgut,qRT-PCR,20,14,legs,qRT-PCR,20,11,saliva,qRT-PCR,20,7,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,4,NA,body,CPE assay,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,ONN.AP3,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,7,NA,body,CPE assay,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN.30 A,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,4,NA,body,CPE assay,24,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN.30 A,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,4,NA,body,CPE assay,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN.30 A,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,4,NA,body,CPE assay,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN.30 A,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,7,NA,body,CPE assay,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN.30 A,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,7,NA,body,CPE assay,25,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN.30 A,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,7,NA,body,CPE assay,16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,4,NA,body,CPE assay,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,4,NA,body,CPE assay,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,4,NA,body,CPE assay,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,7,NA,body,CPE assay,21,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,7,NA,body,CPE assay,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,7,NA,body,CPE assay,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,10,NA,body,CPE assay,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,10,NA,body,CPE assay,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,10,NA,body,CPE assay,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,14,NA,body,CPE assay,24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONNic/foy-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,14,NA,body,CPE assay,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,4,NA,body,CPE assay,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,4,NA,body,CPE assay,27,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,4,NA,body,CPE assay,20,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,4,NA,body,CPE assay,20,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,7,NA,body,CPE assay,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,7,NA,body,CPE assay,23,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,7,NA,body,CPE assay,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,7,NA,body,CPE assay,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,10,NA,body,CPE assay,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,10,NA,body,CPE assay,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,6.0–7.0 log10,PFU,NA,28,10,NA,body,CPE assay,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brault et al. 2004 Insect Mol Biol,15606811,10.1111/j.0962-1075.2004.00521.x,Anopheles gambiae,NA,NA,NA,NA,NA,NA,O'nyong-nyong virus,NA,5′dsONN-GFP,NA,NA,NA,NA,NA,bloodmeal,NA,NA,NA,NA,PFU/ml,5.0–5.9 log10,PFU,NA,28,14,NA,body,CPE assay,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byas et al. 2022 Virology,35114499,10.1016/j.virol.2022.01.009,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,FtC-3699,NA,NA,"Fort Collins, CO",NA,"frozen, -80ºC",bloodmeal,NA,NA,NA,1680000000,PFU/mL,NA,NA,26-27ºC,26-27ºC,14,no,body,plaque assay,37,37,saliva,plaque assay,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byas et al. 2022 Virology,35114499,10.1016/j.virol.2022.01.009,Culex pipiens,NA,NA,NA,NA,NA,NA,West Nile virus,NA,FtC-3699,NA,NA,"Fort Collins, CO",NA,"frozen, -80ºC",bloodmeal,NA,NA,NA,1680000000,PFU/mL,NA,NA,26-27ºC,26-27ºC,14,no,body,plaque assay,14,14,saliva,plaque assay,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byas et al. 2022 Virology,35114499,10.1016/j.virol.2022.01.009,Culex tarsalis,NA,KR83,NA,NA,NA,NA,West Nile virus,NA,FtC-3699,NA,NA,"Fort Collins, CO",NA,"frozen, -80ºC",bloodmeal,NA,NA,NA,1680000000,PFU/mL,NA,NA,26-27ºC,26-27ºC,14,no,body,plaque assay,3,3,saliva,plaque assay,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byas et al. 2022 Virology,35114499,10.1016/j.virol.2022.01.009,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,NY99-4132,NA,NA,New York,1999,"frozen, -80ºC",live animal,American alligator,NA,qRT-PCR,1.3E5-2.8E5,PFU/mL,NA,NA,26-27ºC,26-27ºC,14,no,body,plaque assay,48,4,saliva,plaque assay,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byas et al. 2022 Virology,35114499,10.1016/j.virol.2022.01.009,Culex pipiens,NA,NA,NA,NA,NA,NA,West Nile virus,NA,NY99-4132,NA,NA,New York,1999,"frozen, -80ºC",live animal,American alligator,NA,qRT-PCR,1.3E5-2.8E5,PFU/mL,NA,NA,26-27ºC,26-27ºC,14,no,body,plaque assay,51,2,saliva,plaque assay,51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byas et al. 2022 Virology,35114499,10.1016/j.virol.2022.01.009,Culex tarsalis,NA,KR83,NA,NA,NA,NA,West Nile virus,NA,NY99-4132,NA,NA,New York,1999,"frozen, -80ºC",live animal,American alligator,NA,qRT-PCR,1.3E5-2.8E5,PFU/mL,NA,NA,26-27ºC,26-27ºC,14,no,body,plaque assay,3,1,saliva,plaque assay,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campbell et al. 2014 Virology,25104615,10.1016/j.virol.2014.07.009,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,NY99ic,NA,NA,NA,"BHK-21, 1 passage",NA,bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,26–27°C,26–27°C,7,no,carcass,plaque assay,50,44,legs and wings,plaque assay,50,5,saliva,plaque assay,50,2,NA,NA,NA,NA,NA,NA,NA,NA
Campbell et al. 2014 Virology,25104615,10.1016/j.virol.2014.07.009,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,NY99ic,NA,NA,NA,"BHK-21, 1 passage",NA,bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,26–27°C,26–27°C,14,no,carcass,plaque assay,50,44,legs and wings,plaque assay,50,21,saliva,plaque assay,50,16,NA,NA,NA,NA,NA,NA,NA,NA
Campbell et al. 2014 Virology,25104615,10.1016/j.virol.2014.07.009,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,NY99ic - NS4A,NA,NA,NA,"BHK-21, 1 passage",NA,bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,26–27°C,26–27°C,7,no,carcass,plaque assay,50,31,legs and wings,plaque assay,50,1,saliva,plaque assay,50,1,NA,NA,NA,NA,NA,NA,NA,NA
Campbell et al. 2014 Virology,25104615,10.1016/j.virol.2014.07.009,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,NY99ic - NS4A,NA,NA,NA,"BHK-21, 1 passage",NA,bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,26–27°C,26–27°C,14,no,carcass,plaque assay,50,45,legs and wings,plaque assay,50,15,saliva,plaque assay,50,13,NA,NA,NA,NA,NA,NA,NA,NA
Campbell et al. 2014 Virology,25104615,10.1016/j.virol.2014.07.009,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,NY99ic - 2K,NA,NA,NA,"BHK-21, 1 passage",NA,bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,26–27°C,26–27°C,7,no,carcass,plaque assay,50,44,legs and wings,plaque assay,50,2,saliva,plaque assay,50,1,NA,NA,NA,NA,NA,NA,NA,NA
Campbell et al. 2014 Virology,25104615,10.1016/j.virol.2014.07.009,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,NY99ic - 2K,NA,NA,NA,"BHK-21, 1 passage",NA,bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,26–27°C,26–27°C,14,no,carcass,plaque assay,50,48,legs and wings,plaque assay,50,8,saliva,plaque assay,50,19,NA,NA,NA,NA,NA,NA,NA,NA
Campbell et al. 2014 Virology,25104615,10.1016/j.virol.2014.07.009,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,NY99ic - NS4A+2K,NA,NA,NA,"BHK-21, 1 passage",NA,bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,26–27°C,26–27°C,7,no,carcass,plaque assay,50,38,legs and wings,plaque assay,50,5,saliva,plaque assay,50,4,NA,NA,NA,NA,NA,NA,NA,NA
Campbell et al. 2014 Virology,25104615,10.1016/j.virol.2014.07.009,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,West Nile virus,NA,NY99ic - NS4A+2K,NA,NA,NA,"BHK-21, 1 passage",NA,bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,26–27°C,26–27°C,14,no,carcass,plaque assay,50,40,legs and wings,plaque assay,50,16,saliva,plaque assay,50,13,NA,NA,NA,NA,NA,NA,NA,NA
